time_days	replicate	transfer_volume	prey_history	predator_history	cells_mL
4	A	18uL	ANC	EVO	23009.20
4	B	18uL	ANC	EVO	27912.80
4	C	18uL	ANC	EVO	28101.40
4	D	18uL	ANC	EVO	33570.80
4	E	18uL	ANC	EVO	21123.20
4	F	18uL	ANC	EVO	20557.40
8	A	18uL	ANC	EVO	29044.40
8	B	18uL	ANC	EVO	36777.00
8	C	18uL	ANC	EVO	41492.00
8	D	18uL	ANC	EVO	24895.20
8	E	18uL	ANC	EVO	57900.20
8	F	18uL	ANC	EVO	40549.00
12	A	18uL	ANC	EVO	28478.60
12	B	18uL	ANC	EVO	32627.80
12	C	18uL	ANC	EVO	36777.00
12	D	18uL	ANC	EVO	22066.20
12	E	18uL	ANC	EVO	52242.20
12	F	18uL	ANC	EVO	39983.20
16	A	18uL	ANC	EVO	37342.80
16	B	18uL	ANC	EVO	41680.60
16	C	18uL	ANC	EVO	40926.20
16	D	18uL	ANC	EVO	41492.00
16	E	18uL	ANC	EVO	52619.40
16	F	18uL	ANC	EVO	55071.20
20	A	18uL	ANC	EVO	44132.40
20	B	18uL	ANC	EVO	49790.40
20	C	18uL	ANC	EVO	42623.60
20	D	18uL	ANC	EVO	46018.40
20	E	18uL	ANC	EVO	32439.20
20	F	18uL	ANC	EVO	8864.20
24	A	18uL	ANC	EVO	63181.00
24	B	18uL	ANC	EVO	56014.20
24	C	18uL	ANC	EVO	63935.40
24	D	18uL	ANC	EVO	43000.80
24	E	18uL	ANC	EVO	52996.60
24	F	18uL	ANC	EVO	23763.60
28	A	18uL	ANC	EVO	15465.2
28	B	18uL	ANC	EVO	10561.6
28	C	18uL	ANC	EVO	13579.2
28	D	18uL	ANC	EVO	10373
28	E	18uL	ANC	EVO	17162.6
28	F	18uL	ANC	EVO	17917
32	A	18uL	ANC	EVO	46207.00
32	B	18uL	ANC	EVO	37720.00
32	C	18uL	ANC	EVO	69593.40
32	D	18uL	ANC	EVO	56014.20
32	E	18uL	ANC	EVO	52242.20
32	F	18uL	ANC	EVO	62615.20
36	A	18uL	ANC	EVO	19991.60
36	B	18uL	ANC	EVO	25272.40
36	C	18uL	ANC	EVO	33570.80
36	D	18uL	ANC	EVO	29421.60
36	E	18uL	ANC	EVO	30741.80
36	F	18uL	ANC	EVO	38097.20
40	A	18uL	ANC	EVO	45075.40
40	B	18uL	ANC	EVO	48658.80
40	C	18uL	ANC	EVO	54882.60
40	D	18uL	ANC	EVO	49601.80
40	E	18uL	ANC	EVO	44132.40
40	F	18uL	ANC	EVO	37908.60
44	A	18uL	ANC	EVO	35834.00
44	B	18uL	ANC	EVO	20180.20
44	C	18uL	ANC	EVO	4337.80
44	D	18uL	ANC	EVO	15088.00
44	E	18uL	ANC	EVO	5658.00
44	F	18uL	ANC	EVO	18671.40
48	A	18uL	ANC	EVO	48470.20
48	B	18uL	ANC	EVO	25461.00
48	C	18uL	ANC	EVO	38097.20
48	D	18uL	ANC	EVO	43566.60
48	E	18uL	ANC	EVO	35645.40
48	F	18uL	ANC	EVO	33759.40
52	A	18uL	ANC	EVO	46018.40
52	B	18uL	ANC	EVO	8487.00
52	C	18uL	ANC	EVO	24140.80
52	D	18uL	ANC	EVO	15276.60
52	E	18uL	ANC	EVO	12824.80
52	F	18uL	ANC	EVO	16031.00
56	A	18uL	ANC	EVO	54128.20
56	B	18uL	ANC	EVO	8487.00
56	C	18uL	ANC	EVO	37342.80
56	D	18uL	ANC	EVO	36211.20
56	E	18uL	ANC	EVO	2640.40
56	F	18uL	ANC	EVO	12636.20
60	A	18uL	ANC	EVO	32816.40
60	B	18uL	ANC	EVO	23763.60
60	C	18uL	ANC	EVO	28478.60
60	D	18uL	ANC	EVO	27535.60
60	E	18uL	ANC	EVO	26969.80
60	F	18uL	ANC	EVO	24706.60
4	A	180uL	ANC	EVO	45829.80
4	B	180uL	ANC	EVO	42246.40
4	C	180uL	ANC	EVO	35268.20
4	D	180uL	ANC	EVO	40171.80
4	E	180uL	ANC	EVO	30176.00
4	F	180uL	ANC	EVO	32062.00
8	A	180uL	ANC	EVO	33759.40
8	B	180uL	ANC	EVO	31873.40
8	C	180uL	ANC	EVO	33948.00
8	D	180uL	ANC	EVO	32250.60
8	E	180uL	ANC	EVO	46961.40
8	F	180uL	ANC	EVO	44321.00
12	A	180uL	ANC	EVO	32250.60
12	B	180uL	ANC	EVO	29421.60
12	C	180uL	ANC	EVO	29610.20
12	D	180uL	ANC	EVO	29987.40
12	E	180uL	ANC	EVO	42057.80
12	F	180uL	ANC	EVO	37531.40
16	A	180uL	ANC	EVO	20368.80
16	B	180uL	ANC	EVO	30364.60
16	C	180uL	ANC	EVO	24140.80
16	D	180uL	ANC	EVO	30364.60
16	E	180uL	ANC	EVO	42057.80
16	F	180uL	ANC	EVO	44132.40
20	A	180uL	ANC	EVO	40171.80
20	B	180uL	ANC	EVO	26404.00
20	C	180uL	ANC	EVO	29798.80
20	D	180uL	ANC	EVO	54882.60
20	E	180uL	ANC	EVO	47715.80
20	F	180uL	ANC	EVO	13956.40
24	A	180uL	ANC	EVO	39983.20
24	B	180uL	ANC	EVO	33948.00
24	C	180uL	ANC	EVO	30364.60
24	D	180uL	ANC	EVO	39228.80
24	E	180uL	ANC	EVO	38285.80
24	F	180uL	ANC	EVO	9618.60
28	A	180uL	ANC	EVO	20746.00
28	B	180uL	ANC	EVO	9241.40
28	C	180uL	ANC	EVO	14145.00
28	D	180uL	ANC	EVO	12259.00
28	E	180uL	ANC	EVO	22820.60
28	F	180uL	ANC	EVO	22632.00
32	A	180uL	ANC	EVO	48281.60
32	B	180uL	ANC	EVO	51299.20
32	C	180uL	ANC	EVO	43189.40
32	D	180uL	ANC	EVO	55637.00
32	E	180uL	ANC	EVO	58088.80
32	F	180uL	ANC	EVO	26781.20
36	A	180uL	ANC	EVO	31496.20
36	B	180uL	ANC	EVO	22820.60
36	C	180uL	ANC	EVO	38097.20
36	D	180uL	ANC	EVO	24706.60
36	E	180uL	ANC	EVO	36022.60
36	F	180uL	ANC	EVO	26969.80
40	A	180uL	ANC	EVO	28101.40
40	B	180uL	ANC	EVO	39606.00
40	C	180uL	ANC	EVO	16219.60
40	D	180uL	ANC	EVO	25461.00
40	E	180uL	ANC	EVO	29421.60
40	F	180uL	ANC	EVO	20746.00
44	A	180uL	ANC	EVO	70536.40
44	B	180uL	ANC	EVO	39228.80
44	C	180uL	ANC	EVO	34891.00
44	D	180uL	ANC	EVO	27158.40
44	E	180uL	ANC	EVO	27347.00
44	F	180uL	ANC	EVO	29798.80
48	A	180uL	ANC	EVO	48093.00
48	B	180uL	ANC	EVO	34325.20
48	C	180uL	ANC	EVO	27158.40
48	D	180uL	ANC	EVO	16596.80
48	E	180uL	ANC	EVO	34136.60
48	F	180uL	ANC	EVO	24329.40
52	A	180uL	ANC	EVO	25838.20
52	B	180uL	ANC	EVO	30930.40
52	C	180uL	ANC	EVO	30741.80
52	D	180uL	ANC	EVO	26592.60
52	E	180uL	ANC	EVO	24518.00
52	F	180uL	ANC	EVO	23386.40
56	A	180uL	ANC	EVO	43943.80
56	B	180uL	ANC	EVO	43755.20
56	C	180uL	ANC	EVO	39606.00
56	D	180uL	ANC	EVO	26026.80
56	E	180uL	ANC	EVO	36022.60
56	F	180uL	ANC	EVO	19237.20
60	A	180uL	ANC	EVO	22066.20
60	B	180uL	ANC	EVO	34513.80
60	C	180uL	ANC	EVO	26215.40
60	D	180uL	ANC	EVO	31496.20
60	E	180uL	ANC	EVO	23763.60
60	F	180uL	ANC	EVO	36399.80
4	A	1800uL	ANC	EVO	20934.60
4	B	1800uL	ANC	EVO	30741.80
4	C	1800uL	ANC	EVO	33382.20
4	D	1800uL	ANC	EVO	28667.20
4	E	1800uL	ANC	EVO	31496.20
4	F	1800uL	ANC	EVO	32627.80
8	A	1800uL	ANC	EVO	44132.40
8	B	1800uL	ANC	EVO	47150.00
8	C	1800uL	ANC	EVO	47338.60
8	D	1800uL	ANC	EVO	25461.00
8	E	1800uL	ANC	EVO	43189.40
8	F	1800uL	ANC	EVO	44132.40
12	A	1800uL	ANC	EVO	27158.40
12	B	1800uL	ANC	EVO	43000.80
12	C	1800uL	ANC	EVO	41869.20
12	D	1800uL	ANC	EVO	23197.80
12	E	1800uL	ANC	EVO	35079.60
12	F	1800uL	ANC	EVO	41680.60
16	A	1800uL	ANC	EVO	15842.40
16	B	1800uL	ANC	EVO	42246.40
16	C	1800uL	ANC	EVO	46395.60
16	D	1800uL	ANC	EVO	48093.00
16	E	1800uL	ANC	EVO	46584.20
16	F	1800uL	ANC	EVO	52430.80
20	A	1800uL	ANC	EVO	28290.00
20	B	1800uL	ANC	EVO	33570.80
20	C	1800uL	ANC	EVO	32250.60
20	D	1800uL	ANC	EVO	32062.00
20	E	1800uL	ANC	EVO	35456.80
20	F	1800uL	ANC	EVO	33005.00
24	A	1800uL	ANC	EVO	46207.00
24	B	1800uL	ANC	EVO	49413.20
24	C	1800uL	ANC	EVO	45452.60
24	D	1800uL	ANC	EVO	42057.80
24	E	1800uL	ANC	EVO	47338.60
24	F	1800uL	ANC	EVO	53373.80
28	A	1800uL	ANC	EVO	13202.00
28	B	1800uL	ANC	EVO	13767.80
28	C	1800uL	ANC	EVO	7166.80
28	D	1800uL	ANC	EVO	6978.20
28	E	1800uL	ANC	EVO	16031.00
28	F	1800uL	ANC	EVO	10373.00
32	A	1800uL	ANC	EVO	38474.40
32	B	1800uL	ANC	EVO	35645.40
32	C	1800uL	ANC	EVO	44698.20
32	D	1800uL	ANC	EVO	35834.00
32	E	1800uL	ANC	EVO	41680.60
32	F	1800uL	ANC	EVO	36588.40
36	A	1800uL	ANC	EVO	20746.00
36	B	1800uL	ANC	EVO	19991.60
36	C	1800uL	ANC	EVO	35456.80
36	D	1800uL	ANC	EVO	62803.80
36	E	1800uL	ANC	EVO	40549.00
36	F	1800uL	ANC	EVO	39606.00
40	A	1800uL	ANC	EVO	33005.00
40	B	1800uL	ANC	EVO	35645.40
40	C	1800uL	ANC	EVO	36965.60
40	D	1800uL	ANC	EVO	29233.00
40	E	1800uL	ANC	EVO	27535.60
40	F	1800uL	ANC	EVO	32816.40
44	A	1800uL	ANC	EVO	31307.60
44	B	1800uL	ANC	EVO	24706.60
44	C	1800uL	ANC	EVO	29233.00
44	D	1800uL	ANC	EVO	25272.40
44	E	1800uL	ANC	EVO	25838.20
44	F	1800uL	ANC	EVO	26404.00
48	A	1800uL	ANC	EVO	27158.40
48	B	1800uL	ANC	EVO	20180.20
48	C	1800uL	ANC	EVO	26781.20
48	D	1800uL	ANC	EVO	19991.60
48	E	1800uL	ANC	EVO	46395.60
48	F	1800uL	ANC	EVO	24140.80
52	A	1800uL	ANC	EVO	22254.80
52	B	1800uL	ANC	EVO	25838.20
52	C	1800uL	ANC	EVO	21123.20
52	D	1800uL	ANC	EVO	24518.00
52	E	1800uL	ANC	EVO	26026.80
52	F	1800uL	ANC	EVO	3583.40
56	A	1800uL	ANC	EVO	37154.20
56	B	1800uL	ANC	EVO	46395.60
56	C	1800uL	ANC	EVO	51487.80
56	D	1800uL	ANC	EVO	34325.20
56	E	1800uL	ANC	EVO	28667.20
56	F	1800uL	ANC	EVO	32250.60
60	A	1800uL	ANC	EVO	31307.60
60	B	1800uL	ANC	EVO	36588.40
60	C	1800uL	ANC	EVO	42435.00
60	D	1800uL	ANC	EVO	38097.20
60	E	1800uL	ANC	EVO	40549.00
60	F	1800uL	ANC	EVO	37342.80
4	A	18uL	EVO	EVO	19237.20
4	B	18uL	EVO	EVO	17917.00
4	C	18uL	EVO	EVO	18860.00
4	D	18uL	EVO	EVO	13390.60
4	E	18uL	EVO	EVO	21689.00
4	F	18uL	EVO	EVO	23197.80
8	A	18uL	EVO	EVO	25838.20
8	B	18uL	EVO	EVO	29798.80
8	C	18uL	EVO	EVO	35834.00
8	D	18uL	EVO	EVO	29987.40
8	E	18uL	EVO	EVO	16974.00
8	F	18uL	EVO	EVO	15088.00
12	A	18uL	EVO	EVO	24895.20
12	B	18uL	EVO	EVO	26781.20
12	C	18uL	EVO	EVO	32439.20
12	D	18uL	EVO	EVO	26592.60
12	E	18uL	EVO	EVO	13956.40
12	F	18uL	EVO	EVO	15088.00
16	A	18uL	EVO	EVO	6601.00
16	B	18uL	EVO	EVO	14710.80
16	C	18uL	EVO	EVO	13767.80
16	D	18uL	EVO	EVO	36777.00
16	E	18uL	EVO	EVO	38851.60
16	F	18uL	EVO	EVO	24895.20
20	A	18uL	EVO	EVO	13767.80
20	B	18uL	EVO	EVO	24329.40
20	C	18uL	EVO	EVO	32627.80
20	D	18uL	EVO	EVO	22632.00
20	E	18uL	EVO	EVO	20368.80
20	F	18uL	EVO	EVO	18294.20
24	A	18uL	EVO	EVO	13579.20
24	B	18uL	EVO	EVO	21311.80
24	C	18uL	EVO	EVO	20180.20
24	D	18uL	EVO	EVO	19614.40
24	E	18uL	EVO	EVO	19614.40
24	F	18uL	EVO	EVO	18482.80
28	A	18uL	EVO	EVO	30741.8
28	B	18uL	EVO	EVO	34513.80
28	C	18uL	EVO	EVO	29233.00
28	D	18uL	EVO	EVO	16219.60
28	E	18uL	EVO	EVO	29233.00
28	F	18uL	EVO	EVO	38851.60
32	A	18uL	EVO	EVO	27535.60
32	B	18uL	EVO	EVO	17162.60
32	C	18uL	EVO	EVO	34136.60
32	D	18uL	EVO	EVO	29421.60
32	E	18uL	EVO	EVO	33382.20
32	F	18uL	EVO	EVO	27347.00
36	A	18uL	EVO	EVO	14899.40
36	B	18uL	EVO	EVO	16974.00
36	C	18uL	EVO	EVO	15842.40
36	D	18uL	EVO	EVO	16408.20
36	E	18uL	EVO	EVO	15088.00
36	F	18uL	EVO	EVO	19425.80
40	A	18uL	EVO	EVO	31873.40
40	B	18uL	EVO	EVO	23952.20
40	C	18uL	EVO	EVO	7355.40
40	D	18uL	EVO	EVO	10561.60
40	E	18uL	EVO	EVO	16785.40
40	F	18uL	EVO	EVO	18105.60
44	A	18uL	EVO	EVO	18482.80
44	B	18uL	EVO	EVO	29987.40
44	C	18uL	EVO	EVO	27158.40
44	D	18uL	EVO	EVO	8487.00
44	E	18uL	EVO	EVO	23197.80
44	F	18uL	EVO	EVO	25083.80
48	A	18uL	EVO	EVO	28667.20
48	B	18uL	EVO	EVO	26969.80
48	C	18uL	EVO	EVO	50733.40
48	D	18uL	EVO	EVO	46395.60
48	E	18uL	EVO	EVO	23575.00
48	F	18uL	EVO	EVO	25838.20
52	A	18uL	EVO	EVO	28478.60
52	B	18uL	EVO	EVO	10750.20
52	C	18uL	EVO	EVO	15276.60
52	D	18uL	EVO	EVO	20934.60
52	E	18uL	EVO	EVO	6789.60
52	F	18uL	EVO	EVO	18294.20
56	A	18uL	EVO	EVO	23763.60
56	B	18uL	EVO	EVO	13956.40
56	C	18uL	EVO	EVO	33570.80
56	D	18uL	EVO	EVO	36965.60
56	E	18uL	EVO	EVO	20934.60
56	F	18uL	EVO	EVO	33948.00
60	A	18uL	EVO	EVO	28667.20
60	B	18uL	EVO	EVO	24706.60
60	C	18uL	EVO	EVO	39794.60
60	D	18uL	EVO	EVO	44509.60
60	E	18uL	EVO	EVO	37342.80
60	F	18uL	EVO	EVO	35834.00
4	A	180uL	EVO	EVO	16031.00
4	B	180uL	EVO	EVO	21500.40
4	C	180uL	EVO	EVO	18482.80
4	D	180uL	EVO	EVO	17917.00
4	E	180uL	EVO	EVO	27347.00
4	F	180uL	EVO	EVO	25461.00
8	A	180uL	EVO	EVO	29421.60
8	B	180uL	EVO	EVO	28290.00
8	C	180uL	EVO	EVO	25083.80
8	D	180uL	EVO	EVO	28478.60
8	E	180uL	EVO	EVO	18671.40
8	F	180uL	EVO	EVO	24518.00
12	A	180uL	EVO	EVO	25838.20
12	B	180uL	EVO	EVO	23197.80
12	C	180uL	EVO	EVO	22443.40
12	D	180uL	EVO	EVO	22066.20
12	E	180uL	EVO	EVO	12447.60
12	F	180uL	EVO	EVO	16596.80
16	A	180uL	EVO	EVO	7732.60
16	B	180uL	EVO	EVO	13390.60
16	C	180uL	EVO	EVO	19991.60
16	D	180uL	EVO	EVO	27158.40
16	E	180uL	EVO	EVO	29421.60
16	F	180uL	EVO	EVO	25272.40
20	A	180uL	EVO	EVO	20368.80
20	B	180uL	EVO	EVO	24140.80
20	C	180uL	EVO	EVO	27347.00
20	D	180uL	EVO	EVO	24518.00
20	E	180uL	EVO	EVO	37908.60
20	F	180uL	EVO	EVO	10750.20
24	A	180uL	EVO	EVO	19237.20
24	B	180uL	EVO	EVO	21877.60
24	C	180uL	EVO	EVO	27724.20
24	D	180uL	EVO	EVO	33948.00
24	E	180uL	EVO	EVO	31496.20
24	F	180uL	EVO	EVO	38097.20
28	A	180uL	EVO	EVO	25461.00
28	B	180uL	EVO	EVO	19237.20
28	C	180uL	EVO	EVO	27347.00
28	D	180uL	EVO	EVO	19991.60
28	E	180uL	EVO	EVO	34891.00
28	F	180uL	EVO	EVO	31119.00
32	A	180uL	EVO	EVO	15088.00
32	B	180uL	EVO	EVO	16408.20
32	C	180uL	EVO	EVO	32062.00
32	D	180uL	EVO	EVO	34891.00
32	E	180uL	EVO	EVO	41114.80
32	F	180uL	EVO	EVO	47150.00
36	A	180uL	EVO	EVO	11693.20
36	B	180uL	EVO	EVO	19991.60
36	C	180uL	EVO	EVO	18105.60
36	D	180uL	EVO	EVO	28667.20
36	E	180uL	EVO	EVO	32439.20
36	F	180uL	EVO	EVO	32627.80
40	A	180uL	EVO	EVO	19237.20
40	B	180uL	EVO	EVO	13013.40
40	C	180uL	EVO	EVO	17351.20
40	D	180uL	EVO	EVO	22066.20
40	E	180uL	EVO	EVO	23009.20
40	F	180uL	EVO	EVO	16219.60
44	A	180uL	EVO	EVO	14522.20
44	B	180uL	EVO	EVO	17351.20
44	C	180uL	EVO	EVO	27535.60
44	D	180uL	EVO	EVO	27912.80
44	E	180uL	EVO	EVO	27158.40
44	F	180uL	EVO	EVO	27158.40
48	A	180uL	EVO	EVO	19614.40
48	B	180uL	EVO	EVO	22632.00
48	C	180uL	EVO	EVO	15842.40
48	D	180uL	EVO	EVO	15842.40
48	E	180uL	EVO	EVO	15088.00
48	F	180uL	EVO	EVO	21311.80
52	A	180uL	EVO	EVO	27158.40
52	B	180uL	EVO	EVO	31496.20
52	C	180uL	EVO	EVO	14145.00
52	D	180uL	EVO	EVO	35079.60
52	E	180uL	EVO	EVO	22254.80
52	F	180uL	EVO	EVO	2074.60
56	A	180uL	EVO	EVO	17917.00
56	B	180uL	EVO	EVO	14333.60
56	C	180uL	EVO	EVO	30364.60
56	D	180uL	EVO	EVO	16596.80
56	E	180uL	EVO	EVO	12259.00
56	F	180uL	EVO	EVO	23009.20
60	A	180uL	EVO	EVO	16408.20
60	B	180uL	EVO	EVO	17539.80
60	C	180uL	EVO	EVO	39794.60
60	D	180uL	EVO	EVO	29233.00
60	E	180uL	EVO	EVO	22254.80
60	F	180uL	EVO	EVO	22066.20
4	A	1800uL	EVO	EVO	28478.60
4	B	1800uL	EVO	EVO	31684.80
4	C	1800uL	EVO	EVO	37720.00
4	D	1800uL	EVO	EVO	27535.60
4	E	1800uL	EVO	EVO	26969.80
4	F	1800uL	EVO	EVO	26781.20
8	A	1800uL	EVO	EVO	8109.80
8	B	1800uL	EVO	EVO	10938.80
8	C	1800uL	EVO	EVO	19991.60
8	D	1800uL	EVO	EVO	17351.20
8	E	1800uL	EVO	EVO	17539.80
8	F	1800uL	EVO	EVO	12070.40
12	A	1800uL	EVO	EVO	9618.60
12	B	1800uL	EVO	EVO	14333.60
12	C	1800uL	EVO	EVO	22066.20
12	D	1800uL	EVO	EVO	16408.20
12	E	1800uL	EVO	EVO	18671.40
12	F	1800uL	EVO	EVO	14522.20
16	A	1800uL	EVO	EVO	7921.20
16	B	1800uL	EVO	EVO	19237.20
16	C	1800uL	EVO	EVO	11316.00
16	D	1800uL	EVO	EVO	21123.20
16	E	1800uL	EVO	EVO	28101.40
16	F	1800uL	EVO	EVO	24895.20
20	A	1800uL	EVO	EVO	9052.80
20	B	1800uL	EVO	EVO	7732.60
20	C	1800uL	EVO	EVO	7732.60
20	D	1800uL	EVO	EVO	25272.40
20	E	1800uL	EVO	EVO	8109.80
20	F	1800uL	EVO	EVO	6412.40
24	A	1800uL	EVO	EVO	11693.20
24	B	1800uL	EVO	EVO	9052.80
24	C	1800uL	EVO	EVO	39606.00
24	D	1800uL	EVO	EVO	38285.80
24	E	1800uL	EVO	EVO	20180.20
24	F	1800uL	EVO	EVO	23575.00
28	A	1800uL	EVO	EVO	13013.40
28	B	1800uL	EVO	EVO	7166.80
28	C	1800uL	EVO	EVO	22066.20
28	D	1800uL	EVO	EVO	21877.60
28	E	1800uL	EVO	EVO	12447.60
28	F	1800uL	EVO	EVO	7355.40
32	A	1800uL	EVO	EVO	12636.20
32	B	1800uL	EVO	EVO	9807.20
32	C	1800uL	EVO	EVO	9618.60
32	D	1800uL	EVO	EVO	17539.80
32	E	1800uL	EVO	EVO	15088.00
32	F	1800uL	EVO	EVO	16031.00
36	A	1800uL	EVO	EVO	10184.40
36	B	1800uL	EVO	EVO	31684.80
36	C	1800uL	EVO	EVO	30176.00
36	D	1800uL	EVO	EVO	28667.20
36	E	1800uL	EVO	EVO	31684.80
36	F	1800uL	EVO	EVO	16408.20
40	A	1800uL	EVO	EVO	19614.40
40	B	1800uL	EVO	EVO	18294.20
40	C	1800uL	EVO	EVO	21689.00
40	D	1800uL	EVO	EVO	19991.60
40	E	1800uL	EVO	EVO	14710.80
40	F	1800uL	EVO	EVO	20557.40
44	A	1800uL	EVO	EVO	23575.00
44	B	1800uL	EVO	EVO	19614.40
44	C	1800uL	EVO	EVO	19614.40
44	D	1800uL	EVO	EVO	24706.60
44	E	1800uL	EVO	EVO	17351.20
44	F	1800uL	EVO	EVO	19614.40
48	A	1800uL	EVO	EVO	19803.00
48	B	1800uL	EVO	EVO	15653.80
48	C	1800uL	EVO	EVO	17917.00
48	D	1800uL	EVO	EVO	19991.60
48	E	1800uL	EVO	EVO	20746.00
48	F	1800uL	EVO	EVO	16408.20
52	A	1800uL	EVO	EVO	19048.60
52	B	1800uL	EVO	EVO	18482.80
52	C	1800uL	EVO	EVO	18105.60
52	D	1800uL	EVO	EVO	18294.20
52	E	1800uL	EVO	EVO	18294.20
52	F	1800uL	EVO	EVO	8864.20
56	A	1800uL	EVO	EVO	10561.60
56	B	1800uL	EVO	EVO	20746.00
56	C	1800uL	EVO	EVO	26781.20
56	D	1800uL	EVO	EVO	15653.80
56	E	1800uL	EVO	EVO	35834.00
56	F	1800uL	EVO	EVO	20368.80
60	A	1800uL	EVO	EVO	9807.20
60	B	1800uL	EVO	EVO	19614.40
60	C	1800uL	EVO	EVO	29233.00
60	D	1800uL	EVO	EVO	26592.60
60	E	1800uL	EVO	EVO	27912.80
60	F	1800uL	EVO	EVO	30364.60